Time[s],Spin Rate DPS,Lat Accel Mag,Accel Z,Accel2 Z,Vel m/s,Alt m,Z Gyro Degs,Z Gyro2 Degs,Tilt Degs,Tilt2 Degs,EWMA Euler Tilt Bearing,EWMA Euler Tilt Bearing2,Motor Pos Setpoint Degs,Motor Pos Error Degs
Pre-Launch Roll Pitch and Tilt Degs From Accel:,,,,,-0.92,7.68,7.74
Gyro Zero Rate Offset:,,,,,-0.001430, -0.008997, 0.001167, 
Gyro2 Zero Rate Offset:,,,,,0.006854, 0.006781, -0.006190, 

30.100256,508.10,0.176,0.972,1.007,-3.90,0.0,-10714,-10798,4.3,13.1,-351.00,-6.00,-10324.715,-8.799
30.130260,522.25,0.172,0.990,1.134,-3.90,0.0,-10699,-10783,4.5,12.9,-350.10,-3.60,-10310.058,-8.554
30.160273,504.80,0.173,0.987,0.985,-3.90,0.0,-10683,-10767,4.7,12.8,-349.00,-1.20,-10294.013,-8.577
30.190271,513.25,0.163,0.992,1.059,-3.90,0.0,-10668,-10752,5.0,12.7,-349.90,1.20,-10280.771,-7.962
30.220276,516.00,0.237,0.987,1.039,-3.90,0.0,-10653,-10737,5.4,12.6,-352.40,3.70,-10263.286,-5.186
30.250284,502.05,0.191,0.994,1.030,-3.90,0.0,-10638,-10721,5.8,12.6,-354.80,6.20,-10243.112,-3.607
30.280289,519.90,0.225,0.989,1.112,-3.90,0.0,-10622,-10706,6.2,12.5,-357.00,8.80,-10227.164,-2.799
30.310295,518.85,0.242,0.966,0.954,-3.90,0.0,-10607,-10690,6.6,12.2,-359.10,11.30,-10209.280,-2.264
30.340302,520.85,0.206,0.987,0.918,-3.90,0.0,-10591,-10675,6.9,11.9,-361.00,13.90,-10190.954,-2.140
30.370304,509.90,0.201,0.961,0.876,-3.90,0.0,-10576,-10659,7.2,11.6,-362.90,16.50,-10173.316,-2.347
30.400309,502.85,0.189,0.974,0.993,-4.00,0.0,-10560,-10644,7.5,11.1,-364.60,19.10,-10155.926,-2.325
30.430311,527.75,0.193,0.980,0.876,-4.00,0.0,-10545,-10628,7.8,10.6,-366.10,21.80,-10139.961,-2.273
30.460316,530.90,0.177,0.975,1.041,-4.00,0.0,-10529,-10612,8.2,10.1,-367.50,24.50,-10120.631,-2.275
30.490324,564.25,0.167,0.967,0.898,-4.00,0.0,-10512,-10595,8.8,9.8,-368.80,25.90,-10102.861,-2.287
30.520325,550.50,0.161,0.979,1.010,-4.00,0.0,-10496,-10578,9.4,9.6,-370.00,27.30,-10082.929,-2.600
30.550327,569.15,0.198,0.988,1.026,-4.00,0.0,-10479,-10561,10.0,9.6,-371.50,28.80,-10065.863,-2.708
30.580338,545.20,0.161,0.970,1.082,-3.90,0.0,-10462,-10544,10.6,9.7,-373.70,30.40,-10045.093,-1.856
30.610342,573.70,0.139,0.988,0.937,-4.00,0.0,-10445,-10528,11.2,9.7,-375.70,32.00,-10027.813,-1.646
30.640348,559.25,0.141,0.990,0.955,-4.00,0.0,-10428,-10510,11.7,9.7,-377.50,33.60,-10007.922,-1.220
30.670347,578.35,0.162,0.987,0.960,-4.00,0.0,-10411,-10493,12.2,9.8,-379.30,35.30,-9988.563,-1.617
30.700356,587.00,0.222,0.990,0.842,-4.00,0.0,-10394,-10475,12.7,9.8,-380.90,37.10,-9968.691,-1.450
30.730362,585.15,0.154,0.989,0.851,-4.00,0.0,-10376,-10457,13.3,9.7,-382.50,38.90,-9949.761,-1.645
30.760368,610.20,0.207,0.958,0.959,-4.00,0.0,-10358,-10440,13.9,9.9,-383.90,40.70,-9930.185,-2.170
30.790373,602.20,0.225,0.974,0.898,-4.00,0.0,-10340,-10422,14.4,10.1,-385.30,43.20,-9909.305,-2.370
30.820379,597.40,0.199,0.964,0.822,-4.00,0.0,-10323,-10404,15.1,10.1,-386.90,47.10,-9891.296,-2.627
30.850384,601.70,0.234,0.950,0.869,-4.00,0.0,-10305,-10386,15.7,10.2,-389.20,50.90,-9871.583,-2.041
30.880388,607.45,0.250,0.959,0.902,-4.10,0.0,-10287,-10368,16.2,10.3,-391.20,54.80,-9850.176,-1.752
30.910393,606.65,0.247,0.977,0.990,-4.00,0.0,-10269,-10349,16.6,10.2,-393.10,58.70,-9830.510,-1.701
30.940401,616.45,0.237,0.961,1.025,-4.00,0.0,-10251,-10330,16.9,9.9,-394.70,62.00,-9810.704,-1.982
30.970404,608.85,0.265,0.957,0.909,-4.10,0.0,-10233,-10312,17.1,9.6,-396.00,63.90,-9790.151,-2.398
31.000408,607.05,0.242,0.966,0.946,-4.10,0.0,-10214,-10294,17.3,9.1,-397.10,65.90,-9771.882,-2.801
31.030416,614.30,0.278,0.963,0.899,-4.10,0.0,-10196,-10276,17.3,8.6,-397.90,68.00,-9753.035,-3.160
31.060419,600.00,0.267,0.940,1.065,-4.10,0.0,-10178,-10258,17.3,8.0,-398.40,70.10,-9733.877,-3.579
31.090425,603.35,0.239,0.936,0.882,-4.10,0.0,-10160,-10240,17.4,7.5,-398.60,72.30,-9715.180,-4.241
31.120428,611.95,0.256,0.967,0.788,-4.10,0.0,-10142,-10221,17.4,7.2,-398.60,74.70,-9697.554,-4.895
31.150436,606.15,0.246,0.966,0.917,-4.10,0.0,-10124,-10203,17.4,7.0,-398.20,77.10,-9678.530,-5.551
31.180441,593.25,0.278,0.955,0.913,-4.10,0.0,-10105,-10184,17.4,7.0,-397.60,79.70,-9660.016,-6.296
31.210442,612.15,0.304,0.950,0.993,-4.10,0.0,-10087,-10166,17.4,7.0,-396.80,82.30,-9643.506,-7.056
31.240448,608.00,0.343,0.945,0.832,-4.10,0.0,-10069,-10147,17.2,7.0,-395.80,79.70,-9626.059,-7.431
31.270452,614.05,0.341,0.965,1.001,-4.10,0.0,-10050,-10128,16.8,6.9,-394.60,77.20,-9606.938,-7.886
31.300455,612.65,0.324,0.952,0.983,-4.10,0.0,-10032,-10110,16.4,6.8,-393.20,75.00,-9589.860,-8.153
31.330458,635.05,0.329,0.974,0.887,-4.10,0.0,-10013,-10091,15.7,6.6,-391.80,72.80,-9574.177,-8.257
31.360464,618.40,0.296,0.966,0.911,-4.10,0.0,-9994,-10071,15.1,6.4,-390.20,70.90,-9554.070,-8.604
31.390469,626.15,0.262,0.976,1.061,-4.10,0.0,-9975,-10053,14.3,6.4,-389.40,69.10,-9537.353,-8.511
31.420471,634.50,0.261,0.984,1.002,-4.10,0.0,-9956,-10034,13.6,6.5,-388.50,67.40,-9519.694,-8.252
31.450480,626.90,0.232,0.982,0.962,-4.10,0.0,-9938,-10015,13.0,6.8,-387.50,65.90,-9502.359,-8.382
31.480484,621.05,0.204,0.982,0.979,-4.10,0.0,-9919,-9996,12.4,7.2,-386.50,64.60,-9484.497,-8.486
31.510492,622.35,0.223,1.005,0.792,-4.10,0.0,-9901,-9977,11.9,7.7,-385.30,63.40,-9467.230,-8.437
31.540495,635.95,0.180,0.994,0.843,-4.10,0.0,-9882,-9958,11.4,8.2,-384.10,62.30,-9449.641,-8.879
31.570498,623.45,0.182,0.979,1.068,-4.10,0.0,-9863,-9939,10.9,8.8,-382.80,61.40,-9430.710,-9.022
31.600506,616.30,0.233,0.983,0.998,-4.10,0.0,-9844,-9920,10.7,9.5,-381.40,60.60,-9413.812,-9.429
31.630512,622.75,0.266,0.980,0.828,-4.10,0.0,-9825,-9901,10.5,10.2,-379.90,59.30,-9398.090,-9.933
31.660521,633.40,0.225,0.988,0.944,-4.10,0.0,-9807,-9882,10.4,11.0,-378.20,58.00,-9380.035,-10.044
31.690521,630.25,0.215,0.960,1.011,-4.10,0.0,-9788,-9863,10.5,11.7,-376.50,56.90,-9361.949,-10.284
31.720528,625.40,0.227,0.946,0.938,-4.10,0.0,-9769,-9844,10.5,12.3,-374.60,55.80,-9344.364,-10.542
31.750532,619.75,0.259,0.965,0.949,-4.10,0.0,-9750,-9826,10.6,12.9,-372.70,54.90,-9327.293,-10.746
31.780540,654.20,0.197,0.973,0.857,-4.10,0.0,-9731,-9807,10.6,13.4,-370.70,54.10,-9311.872,-10.964
31.810539,642.35,0.224,0.967,1.015,-4.20,0.0,-9712,-9787,10.5,14.0,-368.60,53.40,-9292.931,-11.198
31.840546,635.40,0.254,0.962,0.931,-4.20,0.0,-9693,-9768,10.5,14.5,-366.40,52.80,-9275.936,-11.357
31.870554,631.95,0.255,0.950,1.037,-4.20,0.0,-9673,-9749,10.4,14.9,-364.10,52.30,-9258.909,-11.594
31.900557,638.00,0.271,0.952,1.028,-4.20,0.0,-9654,-9729,10.3,15.4,-361.60,51.60,-9242.246,-11.784
31.930559,652.90,0.336,0.996,1.009,-4.20,0.0,-9635,-9710,10.1,15.8,-359.10,51.00,-9224.804,-12.093
31.960564,643.05,0.340,0.979,0.970,-4.20,0.0,-9615,-9690,9.9,16.2,-356.90,50.70,-9207.480,-12.641
31.990572,648.80,0.367,0.974,0.761,-4.20,0.0,-9596,-9670,9.7,16.5,-355.50,50.60,-9189.381,-12.039
32.020576,651.25,0.347,0.972,0.910,-4.20,0.0,-9576,-9651,9.3,16.6,-354.00,50.60,-9172.099,-11.455
32.050583,653.85,0.353,0.961,0.964,-4.20,0.0,-9557,-9631,8.9,16.7,-352.50,50.80,-9154.540,-10.900
32.080582,645.80,0.310,0.967,1.063,-4.20,0.0,-9537,-9611,8.3,16.7,-351.00,51.20,-9135.794,-10.644
32.110588,660.15,0.331,0.980,0.874,-4.30,0.0,-9518,-9592,7.8,16.6,-349.30,51.70,-9117.623,-10.292
32.140594,664.35,0.316,0.974,0.990,-4.30,0.0,-9498,-9571,7.3,16.5,-347.60,52.40,-9100.045,-9.817
32.170601,646.60,0.280,0.971,0.946,-4.30,0.0,-9478,-9552,6.8,16.4,-345.80,53.30,-9081.487,-10.035
32.200603,652.10,0.332,0.974,1.028,-4.30,0.0,-9459,-9532,6.4,16.3,-344.00,54.30,-9064.403,-10.284
32.230610,646.20,0.302,0.969,0.945,-4.30,0.0,-9439,-9512,6.1,16.0,-342.00,55.50,-9045.357,-10.306
32.260612,650.65,0.307,0.982,0.978,-4.30,0.0,-9420,-9493,5.7,15.7,-339.90,56.80,-9029.239,-10.496
32.290615,650.85,0.269,0.974,1.012,-4.30,0.0,-9400,-9473,5.3,15.2,-337.80,58.20,-9011.976,-10.627
32.320625,650.15,0.270,0.966,0.792,-4.30,0.0,-9381,-9454,4.8,14.7,-336.10,59.10,-8995.724,-11.047
32.350632,653.35,0.254,0.979,1.005,-4.40,0.0,-9361,-9434,4.4,14.1,-335.20,59.90,-8976.139,-10.179
32.380630,638.10,0.181,0.953,0.746,-4.40,0.0,-9342,-9414,4.0,13.3,-334.20,60.80,-8957.252,-9.616
32.410641,646.85,0.141,0.957,0.862,-4.40,0.0,-9322,-9395,3.7,12.5,-333.20,61.70,-8938.649,-8.893
32.440643,649.30,0.138,0.965,0.970,-4.40,0.0,-9303,-9375,3.7,11.7,-333.60,62.70,-8919.637,-7.610
32.470650,661.40,0.090,0.968,0.959,-4.40,0.0,-9283,-9355,4.0,10.9,-334.50,63.80,-8900.463,-6.444
32.500660,648.30,0.089,0.956,0.822,-4.50,0.0,-9264,-9336,4.6,10.2,-335.40,65.10,-8879.253,-5.598
32.530659,653.50,0.082,0.982,0.957,-4.40,0.0,-9244,-9316,5.4,9.4,-337.00,65.70,-8858.305,-4.725
32.560665,645.65,0.124,0.949,0.975,-4.50,0.0,-9225,-9296,6.5,8.8,-338.80,66.50,-8835.986,-3.686
32.590668,652.55,0.119,0.983,0.887,-4.50,0.0,-9205,-9277,7.6,8.4,-340.50,67.40,-8814.935,-3.145
32.620674,644.55,0.115,0.976,0.914,-4.50,0.0,-9186,-9257,8.7,8.1,-342.10,68.40,-8794.838,-2.720
32.650684,652.85,0.149,0.976,0.924,-4.50,0.0,-9166,-9237,9.9,7.8,-343.60,69.50,-8773.393,-2.493
32.680683,649.75,0.138,0.976,0.948,-4.50,0.0,-9147,-9217,11.0,7.7,-346.40,70.70,-8751.086,-1.515
32.710693,665.40,0.208,0.982,0.933,-4.50,0.0,-9127,-9198,12.2,7.7,-349.00,72.10,-8729.400,-0.347
32.740696,649.85,0.231,0.951,1.068,-4.50,0.0,-9108,-9178,13.4,7.8,-351.30,73.60,-8706.927,0.079
32.770699,664.10,0.225,0.985,1.033,-4.50,0.0,-9088,-9158,14.4,8.1,-353.50,75.20,-8684.883,-0.104
32.800705,655.30,0.250,1.011,0.997,-4.50,0.0,-9068,-9138,15.2,8.4,-356.20,76.80,-8662.833,-0.042
32.830711,661.30,0.277,1.005,1.011,-4.50,0.0,-9048,-9118,15.8,8.6,-359.90,78.60,-8638.515,1.422
32.860718,646.80,0.304,1.002,0.847,-4.50,0.0,-9029,-9098,16.1,8.6,-363.20,80.30,-8615.268,2.147
32.890724,659.45,0.311,0.987,0.910,-4.50,0.0,-9009,-9078,16.3,8.5,-366.20,82.20,-8594.161,2.089
32.920723,651.05,0.334,0.977,0.835,-4.50,0.0,-8990,-9059,16.2,8.3,-368.90,84.00,-8572.286,1.601
32.950733,651.85,0.306,0.980,0.981,-4.50,0.0,-8970,-9039,16.0,7.9,-371.30,85.90,-8549.967,0.997
32.980740,638.20,0.232,0.977,0.989,-4.50,0.0,-8951,-9020,15.7,7.3,-373.30,87.80,-8528.628,0.177
33.010738,636.80,0.229,0.959,0.976,-4.50,0.0,-8932,-9000,15.4,6.8,-375.10,89.80,-8507.212,-0.294
33.040749,636.25,0.242,0.962,0.896,-4.50,0.0,-8912,-8981,15.2,6.4,-376.50,92.00,-8487.169,-0.582
33.070751,663.95,0.211,0.975,0.910,-4.50,0.0,-8893,-8961,15.0,6.0,-377.50,94.20,-8466.081,-1.215
33.100758,644.25,0.223,0.948,1.025,-4.50,0.0,-8874,-8942,14.8,5.6,-377.90,96.50,-8445.371,-2.430
33.130768,648.50,0.244,0.948,0.918,-4.50,0.0,-8854,-8922,14.7,5.5,-378.20,99.00,-8426.291,-3.507
33.160770,646.20,0.225,0.964,1.013,-4.50,0.0,-8835,-8902,14.6,5.5,-378.40,101.60,-8406.504,-4.268
33.190777,651.05,0.220,0.951,1.031,-4.50,0.0,-8815,-8882,14.6,5.6,-378.50,100.70,-8386.603,-5.032
33.220783,651.70,0.228,0.978,1.032,-4.50,0.0,-8795,-8863,14.6,5.8,-378.50,98.20,-8366.627,-5.658
33.250786,655.45,0.223,0.946,1.165,-4.50,0.0,-8776,-8843,14.5,6.1,-378.40,95.90,-8347.406,-6.011
33.280788,640.65,0.233,0.955,1.078,-4.50,0.0,-8756,-8824,14.4,6.3,-378.20,93.80,-8327.752,-6.449
33.310795,655.50,0.197,1.000,1.049,-4.50,0.0,-8737,-8804,14.2,6.6,-377.90,91.80,-8308.431,-6.649
33.340801,645.25,0.202,0.975,0.964,-4.50,0.0,-8717,-8784,14.1,6.9,-377.50,90.00,-8289.412,-6.793
33.370808,647.55,0.185,0.975,0.932,-4.50,0.0,-8698,-8765,13.9,7.3,-376.90,88.30,-8270.672,-6.878
33.400806,648.55,0.170,0.982,1.002,-4.50,0.0,-8678,-8745,13.7,7.7,-376.30,86.70,-8252.642,-7.106
33.430817,644.75,0.222,0.973,1.061,-4.50,0.0,-8659,-8725,13.6,8.3,-375.60,85.30,-8233.125,-7.057
33.460823,644.00,0.223,0.988,0.985,-4.50,0.0,-8640,-8706,13.4,8.8,-374.70,83.90,-8214.655,-7.478
33.490826,646.80,0.204,0.977,0.918,-4.60,0.0,-8620,-8686,13.3,9.5,-373.70,82.70,-8197.629,-7.776
33.520832,646.20,0.232,0.963,1.011,-4.50,0.0,-8601,-8667,13.1,10.2,-372.60,81.10,-8179.824,-8.302
33.550835,645.00,0.261,0.973,0.909,-4.50,0.0,-8582,-8647,13.0,11.1,-371.30,79.00,-8162.114,-8.570
33.580845,622.45,0.273,0.974,0.971,-4.50,0.0,-8563,-8628,12.9,12.1,-369.90,77.00,-8141.596,-8.625
33.610847,635.50,0.282,0.955,0.790,-4.60,0.0,-8544,-8609,12.7,12.9,-368.40,75.20,-8125.772,-8.785
33.640854,630.65,0.285,0.960,0.933,-4.60,0.0,-8525,-8590,12.6,13.8,-366.70,73.60,-8108.087,-8.977
33.670856,651.00,0.303,0.987,1.049,-4.60,0.0,-8506,-8570,12.6,14.7,-365.00,72.10,-8092.062,-9.482
33.700859,640.35,0.310,0.965,1.066,-4.60,0.0,-8486,-8551,12.6,15.4,-363.10,69.90,-8073.151,-9.896
33.730865,636.10,0.284,0.952,0.999,-4.60,0.0,-8467,-8531,12.6,16.1,-361.20,67.60,-8056.392,-10.241
33.760872,642.90,0.314,0.951,0.944,-4.60,0.0,-8448,-8512,12.7,16.8,-359.20,65.50,-8039.843,-10.530
33.790871,637.75,0.320,0.931,0.966,-4.60,0.0,-8429,-8493,12.8,17.5,-357.10,63.80,-8022.282,-10.968
33.820877,644.40,0.333,0.949,0.932,-4.60,0.0,-8409,-8473,12.9,18.2,-355.00,62.30,-8004.740,-11.493
33.850883,644.20,0.363,0.940,0.863,-4.70,0.0,-8390,-8454,13.1,18.9,-352.80,61.00,-7986.665,-11.566
33.880890,658.85,0.383,0.949,0.928,-4.60,0.0,-8371,-8434,13.3,19.4,-350.60,59.90,-7969.354,-11.939
33.910892,650.15,0.386,0.948,0.870,-4.70,0.0,-8351,-8414,13.4,19.7,-348.30,59.00,-7951.785,-12.190
33.940895,651.15,0.380,0.942,1.000,-4.70,0.0,-8332,-8394,13.6,20.0,-346.10,58.30,-7934.705,-12.284
33.970905,646.15,0.380,0.945,1.010,-4.70,0.0,-8312,-8375,13.6,20.1,-343.90,57.50,-7917.538,-12.396
34.000908,661.20,0.390,0.957,0.900,-4.70,0.0,-8292,-8355,13.4,20.0,-341.60,56.90,-7898.939,-12.441
34.030914,659.45,0.375,0.929,0.934,-4.70,0.0,-8272,-8335,13.1,19.7,-339.40,56.70,-7881.029,-12.315
34.060921,667.05,0.350,0.922,0.823,-4.70,0.0,-8252,-8315,12.6,19.3,-337.10,56.60,-7863.176,-12.303
34.090923,654.45,0.316,0.912,0.821,-4.70,0.0,-8233,-8295,12.1,18.9,-334.80,56.60,-7845.966,-12.312
34.120934,657.10,0.298,0.908,1.034,-4.80,0.0,-8213,-8274,11.3,18.3,-332.50,56.80,-7828.728,-12.317
34.150936,656.60,0.308,0.939,0.917,-4.80,0.0,-8193,-8254,10.5,17.8,-330.00,57.20,-7811.084,-12.365
34.180939,674.45,0.357,0.964,0.982,-4.80,0.0,-8173,-8234,9.7,17.3,-328.30,57.80,-7793.795,-12.053
34.210945,660.70,0.308,0.961,0.955,-4.80,0.0,-8153,-8214,8.7,16.6,-327.00,58.50,-7775.280,-11.245
34.240948,663.75,0.308,0.971,0.919,-4.80,0.0,-8133,-8194,7.7,15.8,-325.50,59.50,-7757.062,-10.766
34.270950,646.10,0.292,0.971,0.989,-4.80,0.0,-8114,-8175,6.8,15.0,-323.90,60.70,-7738.018,-10.277
34.300961,655.00,0.254,0.963,0.822,-4.80,0.0,-8094,-8155,5.8,14.1,-322.20,61.30,-7721.005,-10.161
34.330967,648.50,0.225,0.965,1.058,-4.80,0.0,-8075,-8135,5.1,13.3,-320.30,62.10,-7703.043,-10.227
34.360970,643.95,0.238,0.980,1.025,-4.80,0.0,-8055,-8116,4.8,12.4,-319.00,63.10,-7686.067,-10.182
34.390976,644.40,0.217,0.950,0.929,-4.90,0.0,-8036,-8096,4.9,11.6,-318.10,64.20,-7668.028,-9.666
34.420982,647.70,0.236,0.966,0.787,-4.90,0.0,-8016,-8077,5.4,10.9,-317.20,65.50,-7650.146,-10.126
34.450993,650.55,0.248,0.977,0.951,-4.90,0.0,-7997,-8057,6.0,10.3,-319.70,66.90,-7628.878,-6.420
34.480991,643.95,0.261,0.960,1.112,-4.90,0.0,-7978,-8038,6.8,9.8,-322.00,68.00,-7606.627,-4.615
34.511002,641.90,0.197,0.984,1.104,-4.90,0.0,-7958,-8018,7.5,9.3,-324.10,68.90,-7585.477,-3.304
34.541004,639.95,0.227,0.965,0.930,-4.90,0.0,-7939,-7998,8.4,8.9,-326.10,69.90,-7562.815,-2.594
34.571011,637.00,0.246,0.988,0.909,-4.90,0.0,-7919,-7979,9.1,8.4,-328.00,71.00,-7541.761,-2.285
34.601021,658.70,0.213,0.965,1.005,-4.90,0.0,-7900,-7959,9.9,8.0,-329.70,72.20,-7520.781,-1.908
34.631023,656.80,0.196,0.971,0.990,-4.90,0.0,-7880,-7939,10.7,7.7,-333.00,73.60,-7499.350,-0.912
34.661022,653.35,0.221,0.962,0.818,-5.00,0.0,-7861,-7920,11.5,7.5,-336.00,75.10,-7476.090,0.214
34.691036,645.45,0.240,0.968,0.885,-4.90,0.0,-7841,-7900,12.2,7.3,-338.90,76.70,-7452.353,0.927
34.721039,654.90,0.242,0.977,0.994,-4.90,0.0,-7822,-7880,12.9,7.2,-341.50,78.50,-7430.573,1.278
34.751049,643.55,0.252,0.966,0.906,-5.00,0.0,-7802,-7861,13.5,7.2,-344.00,80.30,-7408.422,1.219
34.781048,650.30,0.202,0.973,0.927,-5.00,0.0,-7783,-7841,14.1,7.2,-346.30,82.20,-7387.373,0.913
34.811054,645.90,0.230,0.955,0.878,-5.00,0.0,-7763,-7821,14.7,7.3,-348.40,84.30,-7366.277,0.239
34.841061,645.80,0.234,0.963,1.028,-5.00,0.0,-7744,-7802,15.2,7.4,-351.60,86.40,-7343.730,0.698
34.871067,642.15,0.301,0.975,0.903,-5.00,0.0,-7724,-7783,15.6,7.4,-355.20,88.70,-7320.710,1.807
34.901070,639.60,0.330,0.967,0.977,-5.00,0.0,-7705,-7763,15.9,7.3,-358.30,91.00,-7298.390,1.848
34.931072,634.05,0.282,0.969,1.049,-5.00,0.0,-7686,-7744,16.0,7.1,-361.00,93.30,-7276.786,1.721
34.961075,643.20,0.233,0.982,0.959,-5.00,0.0,-7667,-7725,16.0,6.9,-363.30,95.80,-7256.302,1.241
34.991089,636.90,0.248,0.953,0.915,-5.00,0.0,-7648,-7706,16.0,6.7,-365.30,98.30,-7234.367,0.781
35.021088,640.10,0.268,0.966,1.118,-5.00,0.0,-7629,-7686,15.9,6.5,-367.00,101.00,-7213.268,0.122
35.051090,641.80,0.240,0.980,0.919,-5.00,0.0,-7610,-7667,15.8,6.5,-368.20,98.30,-7192.368,-0.587
35.081097,641.70,0.247,0.972,1.032,-5.00,0.0,-7590,-7647,15.6,6.7,-369.20,95.90,-7171.064,-1.307
35.111103,653.40,0.230,0.978,0.865,-5.00,0.0,-7571,-7628,15.4,7.0,-369.80,93.60,-7151.660,-2.028
35.141109,648.85,0.270,0.968,0.929,-5.00,0.0,-7552,-7609,15.3,7.5,-370.00,91.50,-7132.520,-3.183
35.171116,645.65,0.242,0.951,1.024,-5.00,0.0,-7532,-7589,15.1,8.1,-369.90,89.50,-7112.888,-4.349
35.201118,642.45,0.282,0.971,0.977,-5.00,0.0,-7513,-7570,14.9,8.8,-369.70,87.70,-7094.471,-5.357
35.231125,631.60,0.269,0.959,0.912,-5.00,0.0,-7494,-7550,14.7,9.5,-369.40,86.10,-7072.769,-5.693
35.261127,641.35,0.300,0.967,0.931,-5.00,0.0,-7474,-7530,14.6,10.2,-368.90,84.10,-7055.584,-6.339
35.291138,650.40,0.294,0.960,0.816,-5.00,0.0,-7455,-7511,14.5,11.1,-368.20,81.30,-7037.051,-6.694
35.321140,647.15,0.279,0.938,0.953,-5.10,0.0,-7435,-7491,14.5,11.9,-367.40,78.70,-7018.246,-7.250
35.351143,650.15,0.276,0.951,0.847,-5.10,0.0,-7416,-7472,14.5,12.9,-366.50,76.40,-6999.436,-7.652
35.381153,642.75,0.333,0.947,0.990,-5.10,0.0,-7397,-7452,14.6,13.9,-365.40,74.30,-6980.754,-7.727
35.411156,646.90,0.337,0.954,0.905,-5.10,0.0,-7377,-7432,14.8,14.9,-364.30,72.40,-6962.545,-7.856
35.441158,642.65,0.314,0.923,0.985,-5.10,0.0,-7358,-7413,15.0,16.0,-363.00,68.90,-6944.751,-8.201
35.471169,646.70,0.298,0.940,0.868,-5.10,0.0,-7338,-7394,15.3,17.0,-360.30,65.80,-6928.224,-8.991
35.501171,641.90,0.751,1.141,0.981,-5.10,0.0,-7319,-7374,15.8,18.1,-357.50,63.10,-6911.807,-10.583
35.531178,666.70,0.359,0.836,0.826,-5.10,0.0,-7299,-7354,16.0,18.5,-354.60,60.70,-6890.693,-11.153
35.561192,647.55,0.445,1.153,1.196,-5.10,0.0,-7280,-7334,16.8,19.6,-351.80,58.50,-6877.652,-12.399
35.591190,643.05,0.271,0.786,0.803,-5.20,0.0,-7260,-7314,17.1,19.9,-348.90,56.70,-6859.928,-12.693
35.621197,631.45,0.346,0.960,0.767,-5.20,0.0,-7241,-7295,17.6,20.6,-346.10,54.20,-6845.288,-13.266
35.651199,669.40,0.377,0.988,1.053,-5.20,0.0,-7221,-7275,18.4,21.4,-343.30,52.10,-6825.576,-13.461
35.681210,676.00,0.395,0.814,0.796,-5.20,0.0,-7201,-7255,18.9,22.0,-340.50,50.20,-6807.747,-13.364
35.711212,647.00,0.391,0.876,0.830,-5.20,0.0,-7181,-7235,19.5,22.6,-337.70,48.70,-6791.284,-13.514
35.741219,640.95,0.399,0.898,0.829,-5.30,0.0,-7162,-7215,20.0,23.2,-335.00,47.30,-6777.480,-13.972
35.771225,648.15,0.400,0.853,0.901,-5.30,0.0,-7143,-7196,20.2,23.5,-331.00,46.20,-6760.717,-14.930
35.801231,666.90,0.485,0.929,0.945,-5.30,0.0,-7123,-7176,20.4,23.9,-327.10,45.30,-6744.101,-15.542
35.831230,666.90,0.494,0.935,0.829,-5.30,0.0,-7103,-7155,20.4,24.3,-323.20,44.70,-6726.429,-15.775
35.861240,655.45,0.496,0.873,0.721,-5.30,0.0,-7083,-7135,20.2,24.5,-319.40,44.40,-6711.333,-16.024
35.891239,637.20,0.459,0.906,0.896,-5.30,0.0,-7064,-7116,20.0,24.8,-315.60,44.30,-6696.682,-16.120
35.921249,640.15,0.491,0.936,0.886,-5.40,0.0,-7044,-7096,19.8,24.8,-313.10,44.40,-6681.327,-15.338
35.951252,650.85,0.513,0.906,0.897,-5.40,0.0,-7025,-7077,19.5,24.9,-310.60,44.80,-6663.683,-14.373
35.981255,651.15,0.499,0.943,0.962,-5.40,0.0,-7005,-7057,19.0,24.8,-308.00,45.30,-6646.377,-14.135
36.011261,659.10,0.485,0.929,0.943,-5.40,0.0,-6986,-7037,18.4,24.7,-305.40,46.00,-6629.703,-13.970
36.041264,654.55,0.474,0.925,0.944,-5.40,0.0,-6966,-7018,17.7,24.4,-302.70,46.90,-6612.170,-14.042
36.071274,667.05,0.509,0.948,1.101,-5.40,0.0,-6946,-6998,17.0,24.0,-300.10,48.00,-6594.529,-14.019
36.101273,659.55,0.467,0.932,0.920,-5.40,0.0,-6926,-6978,16.1,23.4,-297.30,49.20,-6576.833,-14.126
36.131279,658.50,0.462,0.945,1.000,-5.40,0.0,-6907,-6958,15.2,22.6,-294.60,50.60,-6559.824,-14.057
36.161285,651.20,0.423,0.958,0.945,-5.40,0.0,-6887,-6938,14.3,21.7,-293.20,52.00,-6542.901,-13.295
36.191288,662.30,0.383,0.962,0.845,-5.40,0.0,-6867,-6918,13.2,20.6,-291.80,53.60,-6524.224,-12.259
36.221291,660.40,0.328,0.967,0.975,-5.50,0.0,-6847,-6898,12.1,19.5,-290.40,54.80,-6505.844,-11.605
36.251301,669.90,0.288,0.960,0.931,-5.50,0.0,-6827,-6878,11.0,18.2,-288.90,55.90,-6486.867,-11.068
36.281300,668.10,0.257,0.929,1.042,-5.50,0.0,-6807,-6858,9.8,17.0,-287.70,57.20,-6467.809,-10.350
36.311314,668.85,0.233,0.944,0.976,-5.50,0.0,-6787,-6837,8.7,15.6,-286.90,58.50,-6448.573,-9.386
